,video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,likes,dislikes,comments
428,BAnKIezNP4g,26 Crazy Sweet Ideas,365,1200,1667754,20,4,0,0,0,0,5.0,1,1,-0.125,19713,1656,818
429,_eksHkHtYXA,27 Cool And Yummy Chocolate Hacks You Should Try,365,1200,1094589,48,9,0,0,0,3,5.333333333333333,1,1,0.35,8276,882,505
430,XGW--rPCaDQ,32 Genius Kitchen Tricks From Professional Chefs || Cook Like A Pro,365,1080,235021,67,12,2,1,0,2,5.583333333333333,1,1,0.1,2915,343,348
431,v9FIVIDZ9Rs,28 Surprising Hacks You Need To Try,365,835,365394,35,7,0,0,0,2,5.0,1,1,0.7,4828,758,685
432,vyxJwRgPvbQ,25 Summer Beauty Hacks Every Girl Should Try,365,1140,340605,44,8,0,0,0,1,5.5,1,1,0.0,6753,579,459
433,n9Q3cn10L8w,24 Genius Hacks For Lazy People,365,834,592381,31,6,0,0,0,1,5.166666666666667,1,1,-0.25,8065,1115,958
434,oyfVyYZbOYw,24 Simple Yet Delicious Breakfast Ideas || 5-Minute Breakfast Recipes,365,960,4213256,69,10,3,0,0,0,6.9,1,1,0.5,66774,3952,1801
435,qtaqKVHen20,32 Cute And Simple Home Decor Ideas,365,1260,444077,35,7,0,0,0,1,5.0,1,1,0.25,7438,526,751
436,iO-cJOeZtsc,27 Ways To Refresh You Walls,365,900,213706,28,6,0,0,0,2,4.666666666666667,1,1,0.0,6086,413,454
437,4E9U2hvqegA,25 Sweet Food Ideas For Relaxing Mood,365,1080,547068,37,7,0,0,0,1,5.285714285714286,1,1,0.35,10957,750,732
438,8BLt5YvC2uw,25 Cool Food Tricks And Hacks You Should Try,365,882,1737170,44,9,0,0,0,3,4.888888888888889,1,1,0.35,12271,1685,632
439,I_YXVnbJIcM,24 Crazy Spy Hacks You Want To Try Asap,365,867,1782786,39,9,0,0,0,2,4.333333333333333,1,1,-0.6,17296,1105,903
440,WjBWVMylEdQ,26 Fruit And Veggie Hacks You'll Wish You Knew Sooner,365,845,277785,53,10,1,0,0,3,5.3,1,1,0.0,6521,445,422
441,uZFyS-SCEZU,Top Satisfying DIY Ideas,365,1080,552709,24,4,0,1,0,0,6.0,0,0,0.5,8023,708,688
442,wKhJpd1DI9o,27 Super Cheap Phone Cases You Can Make In 5 Minutes,365,1020,403569,52,11,0,0,0,3,4.727272727272728,1,1,0.3666666666666667,4269,586,420
443,3mZ5Rdp4DK4,25 Awesome High School Organizing Tricks || School Crafts And Hacks,365,871,1062554,67,11,2,0,0,1,6.090909090909091,1,1,0.58,13031,1163,733
444,Q9mg1ax0wuY,26 Genius Hair Hacks You Must Know,365,751,1394891,34,7,0,0,0,1,4.857142857142857,1,1,0.0,22980,1552,717
445,y2gU-6yTPc4,"29 DIY Jewelry Ideas || Glue Gun, Epoxy Resin, Slime And Clay Crafts",365,835,675789,68,13,4,1,0,1,5.230769230769231,1,1,0.0,6862,701,459
446,kQfe61mfFeM,HOW TO CUSTOMIZE ANYTHING AROUND YOU,365,1200,329123,36,6,0,6,0,3,6.0,0,0,0.0,6130,542,498
447,fYiJZ6wUi5U,26 Cool DIY Ideas With Plastic You Need To Try,365,770,1819165,46,10,0,1,0,3,4.6,1,1,0.35,16063,1975,755
448,d1E_4KkCgPg,28 Quick Summer Desserts For A Family Party,365,789,244064,43,8,0,1,0,2,5.375,1,1,0.3333333333333333,4484,352,413
449,GTJnGhIvVEE,28 Smart Gadgets You Wish You Had Right Now,365,822,2299891,43,9,0,0,0,4,4.777777777777778,1,1,0.25,16589,2307,612
450,UjgtrXO-jf8,"Turning Old Into New || Genius Reuse, Recycle And Repurpose DIY Ideas",365,873,5234532,69,12,3,1,0,2,5.75,0,0,0.1181818181818181,82600,4329,2533
451,QxxfEaM9ysg,31 CRAZY HACKS THAT ACTUALLY WORK,365,764,236004,33,6,0,5,0,1,5.5,1,1,-0.3,3884,396,374
452,-8elFIDmQ64,23 Cool DIY Crafts That Will Amaze You,365,842,1227703,38,8,0,1,0,3,4.75,1,1,0.35,15010,1452,872
453,9rlC8y6W0UM,28 Clever Camping Hacks For Any Life Occasion,365,900,4638607,45,8,0,0,0,2,5.625,1,1,0.1666666666666666,47388,4759,1751
454,yIketoDjWAw,26 Smart DIY Ideas That Will Save Your Money,365,900,837045,44,9,0,1,0,3,4.888888888888889,1,1,0.2142857142857142,11309,1012,717
455,hRKkd0KRt8g,26 BRILLIANT LIFE HACKS FOR ANY SITUATION,365,900,594701,41,7,0,6,0,2,5.857142857142857,1,1,0.9,6999,830,618
456,2e_1YPEAaeg,"26 Handy Gadgets You Need At Home || Kitchen, Cleaning And Beauty Gadgets",365,900,871191,73,13,3,0,0,3,5.615384615384615,1,1,0.6,9721,988,616
457,hVuJW-oMlmc,26 Easy Clothes Repair Hacks To Save Your Day,365,832,307117,45,9,0,0,0,2,5.0,1,1,0.4333333333333333,6406,360,257
458,sMX4xWjuQys,29 Beautiful Slime and Polymer Clay Ideas For Your Family,365,834,5911892,57,10,0,0,1,3,5.7,1,1,0.85,53971,5336,2533
459,Le9BoNY-wp4,28 Useful Toilet Hacks Nobody Told You About,365,900,356585,44,8,0,0,0,2,5.5,1,1,0.1333333333333333,5300,568,596
460,xWDQC12rwV0,29 FANTASTIC SWEET IDEAS AND HACKS,365,1020,4852546,34,6,0,5,0,1,5.666666666666667,1,1,0.375,39944,3995,1634
461,Z7w82A6szsI,"Home Tips || Kitchen, Bathroom And Bedroom Cleaning Tips And Tricks",365,1020,392416,67,11,3,0,0,2,6.090909090909091,0,0,0.0,3894,442,315
462,0zVdkLvJIaI,"26 Homemade Beauty Treatments || Skin, Makeup, And Hair Hacks",365,1020,250688,61,10,4,0,0,1,6.1,1,1,0.0,7043,483,523
463,y1tAWAl3sQU,27 Hacks All Girls Should Know,365,960,1565819,30,6,0,0,0,2,5.0,1,1,0.0,24103,2605,1230
464,LmNkYIkQaIU,"28 Miniature Food Ideas || MINI Pancakes, Mini Burger",365,864,1094724,53,9,3,1,0,0,5.888888888888889,1,1,0.0,15444,873,686
465,M5qwIVPAu3g,28 Creative Recipes To Cook Usual Meals In A  Extraordinary Way,365,1080,262881,63,11,0,1,0,3,5.727272727272728,1,1,0.1944444444444444,3614,312,308
466,tNuddf0so7A,28 COOKING HACKS FOR LAZY PEOPLE,365,900,375100,32,6,0,5,0,1,5.333333333333333,1,1,-0.25,5601,578,648
467,mU8PHEGa2zI,28 OVERCOMPLICATED CEMENT CRAFTS || AWESOME HOME DECOR,365,865,1465414,54,8,2,6,0,0,6.75,1,1,1.0,14262,1425,660
468,PKM-sSqzsAU,33 HOME DECOR IDEAS FROM OLD FURNITURE AND HOUSEHOLD ITEMS,365,875,229590,58,10,0,9,0,2,5.8,1,1,0.1,6324,373,397
469,G7AKhOWS4Wo,"14 Barbie Camping Crafts || DIY Mini Campfire, Grill And Backpack",365,574,678845,65,11,3,1,0,1,5.909090909090909,1,1,0.0,9145,1272,0
470,xPeyZonZ7aE,30 AWESOME HAIR HACKS THAT REALLY WORK,365,875,1709901,38,7,0,6,0,1,5.428571428571429,1,1,0.6,18087,1595,975
471,28qr1EwFQY4,28 EASY CLOTHING HACKS THAT WON'T COST YOU A PENNY,365,960,277290,50,10,1,9,0,4,5.0,1,1,0.4333333333333333,5078,430,399
472,_L2FoqK3MEM,30 WAYS TO UPGRADE BORING SUMMER OUTFIT,365,1080,336489,39,7,0,6,0,1,5.571428571428571,1,1,-1.0,5449,522,388
473,P3damw8tzMQ,27 SATISFYING MAKEUP HACKS || BEAUTY HACKS FOR GIRLS,365,960,577843,52,9,2,7,0,1,5.777777777777778,1,1,0.5,5560,692,317
474,rQK4mADBM5w,"33 SATISFYING GLUE GUN, SLIME, CLAY, AND CEMENT LIFE HACKS AND DIYs",365,853,945002,67,12,3,10,0,2,5.583333333333333,1,1,0.5,9517,1156,875
475,coXwHyp9UTY,38 GENIUS HACKS WITH ALOE VERA,365,1200,463865,30,6,0,5,0,1,5.0,1,1,0.0,6365,570,508
476,p0uMQKiohnk,29 GENIUS HACKS TO MAKE YOUR LIFE SO MUCH EASIER,365,1020,1425835,48,10,0,9,0,3,4.8,1,1,0.2,15034,2415,1706
477,hMjKDY9tTLg,26 FUNNY WAYS TO PRANK YOUR FRIENDS,365,1140,625750,35,7,0,6,0,2,5.0,1,1,0.25,8721,733,374
478,nc5ZbqbIdsc,25 AWESOME SWEET DECORATION IDEAS,365,1080,898800,33,5,0,4,0,0,6.6,1,1,0.675,13119,995,722
479,c-EfEjlCEgQ,28 CUTE CRAFTS YOU CAN EASILY REPEAT,365,960,294742,36,7,0,6,0,2,5.142857142857143,1,1,0.4666666666666667,7512,462,432
480,an_fpuv4PeY,28 SIMPLE FIXING HACKS THAT WILL SAVE YOUR DAY,365,900,371067,46,9,0,8,0,3,5.111111111111111,1,1,0.0,6141,648,572
481,-tWFg3rjsXc,"28 ECO-FRIENDLY HACKS || ZERO WASTE, REUSE, AND RECYCLE IDEAS",365,1020,609864,61,10,5,8,0,1,6.1,1,1,-0.2,8118,664,631
482,JwDnqmtwAQY,31 SATISFYING IDEAS YOU CAN MAKE AND USE EVERYWHERE,365,1080,1481677,51,9,0,8,0,3,5.666666666666667,1,1,0.5,16600,1377,830
483,LceOAPjhm6I,30 SIMPLE SCHOOL TRICKS THAT WILL CHANGE YOUR LIFE,365,1020,319954,50,9,0,8,0,3,5.555555555555555,1,1,0.0,4916,558,531
484,PNmR56Y30-o,27 TIME-SAVING FRUIT AND VEGETABLE TRICKS,365,880,566634,41,6,1,5,0,1,6.833333333333333,1,1,0.0,7652,713,587
485,eVexWKzFHzM,28 IMPORTANT SELF-DEFENCE TECHNIQUES FOR WOMEN,365,731,1148897,46,6,1,5,0,1,7.666666666666667,1,1,0.4,13264,1139,591
486,pdy-qf3LNQg,HOME HACKS || REPAIRING TIPS FOR LAZY PEOPLE,365,960,397439,44,8,2,7,0,1,5.5,0,0,-0.25,6125,649,602
487,INln02gBz3w,25 SUMMER DESSERT IDEAS,365,960,368094,23,4,0,3,0,0,5.75,1,1,0.0,11704,424,444
488,NPYK-9DGOWk,"28 EASY WAYS TO DECORATE DESSERTS AT HOME || COOKIE, CAKE AND CUPCAKE DECOR IDEAS",365,960,329949,81,15,3,13,0,3,5.4,1,1,0.4333333333333333,5245,369,386
489,fsng8Ik7ZBY,25 CLEVER LIFE HACKS YOU NEED TO KNOW,365,960,1394401,37,8,0,7,0,2,4.625,1,1,0.1666666666666666,11339,1317,718
490,q-lzZlxIO8k,27 PERIOD HACKS AND FAILS || GIRLY IDEAS FOR ANY OCCASION,365,869,393742,57,11,2,9,0,3,5.181818181818182,1,1,-0.5,7543,483,910
491,bBK3n_HY340,26 UNBELIEVABLE WATER TRICKS,365,751,567187,28,4,0,3,0,0,7.0,1,1,-0.25,8791,655,687
492,rSMSfeseFMk,28 CRAZY FOOD HACKS YOU WISH YOU KNEW BEFORE,365,1080,941473,44,9,0,8,0,3,4.888888888888889,1,1,-0.6,10719,1221,679
493,mebrMeEA3ps,COMMON OBJECTS UNDER MICROSCOPE || 26 HOME EXPERIMENTS,365,837,481579,54,8,2,6,0,1,6.75,1,0,-0.3,8694,624,482
494,OHI8iZCr2Eg,23 LIFE SAVING HACKS EVERY GIRL NEEDS TO KNOW,365,856,233243,45,9,0,8,0,1,5.0,1,1,0.0,3832,500,442
495,7ZX1PbSNHik,25 COLORFUL DIY IDEAS TO TRY AT HOME,365,960,397517,36,8,0,7,0,2,4.5,1,1,0.3,7480,569,433
496,ED6ZxkOOLi0,22 AWESOME HACKS AND DIYs YOU SHOULD TRY,365,789,4239608,40,8,0,6,0,3,5.0,1,1,1.0,49369,4316,1983
497,6DZJl2ZMsDo,26 USEFUL HACKS YOU WISH YOU KNEW SOONER,365,884,3846716,40,8,0,7,0,2,5.0,1,1,0.3,42796,4457,1176
498,kKJeqFByyf8,30 PHONE HACKS YOU WILL LOVE,365,1200,382057,28,6,0,5,0,2,4.666666666666667,1,1,0.5,6830,585,496
499,gdzAc-yVf3I,29 SATISFYING IDEAS FOR A BORING DAY,365,1080,376274,36,7,0,6,0,2,5.142857142857143,1,1,-0.25,5988,505,491
500,0YvJIeX3_9Y,30 CLAY AND CONCRETE CRAFTS YOU NEED TO KNOW,365,1200,1558265,44,9,0,8,0,3,4.888888888888889,1,1,0.15,18884,1765,1096
501,0oCYOaYfGtg,25 GENIUS KITCHEN HACKS TO SOLVE ANY PROBLEM,365,818,310448,44,8,0,7,0,2,5.5,1,1,0.0,4771,385,264
502,31MBtsvTyF0,28 SURPRISING HACKS YOU NEED TO TRY ASAP,365,865,386127,40,8,0,7,0,2,5.0,1,1,0.7,5509,625,473
503,lW-xt2Rgypk,26 DIY WAYS TO UPGRADE YOUR BORING WALLS || INTERIOR DESIGN HACKS,365,900,2635652,65,12,2,10,0,2,5.416666666666667,1,1,-1.0,24764,2556,1279
504,vmcAGrytqK8,24 COOL DIY IDEAS FOR THE BEST CAMPING EVER,365,694,740555,43,9,0,8,0,2,4.777777777777778,1,1,0.675,8584,878,495
505,z-gMhLsaNCE,"15 Miniature Barbie Dreamhouse DIYs || DIY Mini Toilet Paper, TV, and Chair",365,526,1316356,75,13,4,2,1,1,5.769230769230769,1,1,-0.0333333333333333,13151,1912,0
506,gZ2WYTudagQ,34 BRILLIANT SUMMER IDEAS YOU WILL FALL IN LOVE WITH,365,1260,509892,52,10,0,9,0,4,5.2,1,1,0.7,9127,792,605
507,aC-f_aLFwrU,31 GENIUS LIFE HACKS THAT ACTUALLY WORK,365,1080,586376,39,7,0,6,0,1,5.571428571428571,1,1,0.0,5488,788,541
508,hzx9vJeAnAY,DIY GOLDEN CASE FOR AIRPODS || 5 COOL METAL CRAFTS,365,900,315980,50,10,2,8,0,1,5.0,1,0,0.3249999999999999,7046,550,669
509,A0NzHsFLWs4,24 TASTY FOOD HACKS YOU CAN EASILY REPEAT,365,900,485005,41,8,0,7,0,2,5.125,1,1,0.4333333333333333,6622,536,345
510,1qtS2NdJRh0,24 BEAUTY TRICKS YOU WISH YOU KNEW BEFORE,365,883,3550908,41,8,0,7,0,3,5.125,1,1,0.0,35575,5194,3390
511,VA743_VUevc,RESTORATION OF VINTAGE TOY CAR || 18 CRAZY WAYS TO TRANSFORM ANYTHING,365,843,494014,69,12,2,10,0,2,5.75,1,0,-0.6,7176,613,361
512,qb4dRi8stAE,22 BRILLIANT DIYs FOR YOUR HOME AND GARDEN,365,960,1037974,42,8,0,6,0,3,5.25,1,1,0.9,14388,1082,521
513,9lgh7JkHXi8,33 INGENIOUS IDEAS FOR YOUR JEANS,365,1260,1667531,33,6,0,5,0,2,5.5,1,1,0.5,25241,1372,758
514,di_bMCbZpsU,30 INCREDIBLE GLUE GUN HACKS,365,900,441018,28,5,0,4,0,0,5.6,1,1,0.9,7142,590,698
515,Wg19QbjJRX0,29 CRAZY WATER AND BALLOON EXPERIMENTS YOU CAN REPEAT AT HOME,365,1020,292889,61,11,0,10,0,4,5.545454545454546,1,1,-0.6,4536,397,384
516,QyDZSCIWjHA,20 CRAZY CHOCOLATE HACKS || DIY CHOCOLATE DECOR AND RECIPES,365,817,918488,59,10,2,8,0,1,5.9,1,1,-0.6,11113,953,697
517,AtQtEwBfUT4,23 SMART TRAVEL HACKS FOR YOUR FUTURE TRIPS,365,960,5835140,43,8,0,7,0,2,5.375,1,1,0.1071428571428571,53474,5527,1351
518,O-7bn8r49e4,25 CRAZY COOKING IDEAS YOU HAVE TO TRY,365,960,2639075,38,8,0,7,0,3,4.75,1,1,-0.6,21603,2776,951
519,_t4bFmL8u7o,32 USEFUL TIPS THAT WILL HELP TO FIX EVERYTHING AROUND YOU,365,859,272587,58,11,0,10,0,4,5.2727272727272725,1,1,0.3,4452,442,477
520,_j034N8ck60,26 USEFUL CLEANING HACKS AND TIPS,365,754,519456,33,6,0,5,0,1,5.5,1,1,0.3,7934,531,539
521,8v7LZyX1NwQ,Crazy Couple Pranks || 32 DIY IDEAS TO SURPRISE AND PRANK YOUR FRIEND,365,1080,298121,69,13,2,8,0,3,5.307692307692308,1,0,-0.6,4205,600,422
522,ryqKkCVfQJE,33 AMAZING DISHES TO TRY THIS SUMMER,365,900,668400,36,7,0,6,0,2,5.142857142857143,1,1,0.6000000000000001,9336,779,941
523,YJcd8rpBxis,FUN DIY SOAP CRAFTS THAT ARE EASY TO MAKE || How To Make Soap At Home,365,900,334570,69,16,2,9,0,6,4.3125,0,0,0.3666666666666667,5639,433,417
524,VZ0S671J8dQ,RAINBOW DESSERTS || SWEET IDEAS FOR YOUR CANDY BAR,365,1020,3015929,50,9,2,8,0,2,5.555555555555555,0,0,0.35,34532,2501,1223
525,x1pQYOqE7W4,26 COOL MINI HACKS AND DIYs YOU WILL DEFINITELY LIKE,365,900,206697,52,10,0,8,0,3,5.2,1,1,0.175,2659,307,302
526,2w2b2Cmaoa8,Customize Your Shoes || 37 GENIUS SHOE HACKS EVERY GIRL SHOULD KNOW,365,1260,1945089,67,12,2,7,0,2,5.583333333333333,1,0,0.0,13888,2503,733
527,q-M990bhjnw,"DIY RECYCLING PROJECTS || COLORFUL STRAW, PLASTIC AND CLOTHES HACKS",365,870,834318,67,10,3,9,0,1,6.7,0,0,0.3,10687,934,600
528,cw9qD9_eBNA,GIRLY DIYS || CUTE AND CHEAP RESIN AND POLYMER CLAY CRAFTS,365,1020,542462,58,11,2,10,0,2,5.2727272727272725,0,0,0.45,7186,612,630
529,L3ZkecMWLtY,24 CRAZY HACKS EVERYONE MUST KNOW,365,796,368882,33,6,0,5,0,0,5.5,1,1,-0.6,3828,632,347
530,wOQKq-Kl_uc,22 GREAT SUMMER HACKS THAT WORK,365,767,287043,31,6,0,5,0,1,5.166666666666667,1,1,0.8,4734,517,586
531,F0Ou7YbCVIk,30 AWFUL FAILS EVERYBODY CAN RELATE TO,365,848,274327,38,7,0,6,0,2,5.428571428571429,1,1,-0.75,4475,452,376
532,0-zhic9H1sg,23 QUICK CLOTHES STYLING IDEAS TO LOOK AMAZING IN NO TIME,365,841,276656,57,11,0,10,0,3,5.181818181818182,1,1,0.4666666666666667,5007,426,382
533,af42pVnr4tA,23 MUST-KNOW HACKS TO MAKE YOUR LIFE EASIER,365,864,417535,43,8,1,7,0,2,5.375,1,1,0.0,3805,433,281
534,T74TLT6MrHU,22 GENIUS BEAUTY GADGETS TO SAVE YOUR TIME AND HASSLE,365,886,1640775,53,10,0,9,0,3,5.3,1,1,0.0,27020,1762,872
535,qDjVUuDr5aI,CAR DRAWINGS || 32 EASY ART IDEAS THAT WILL BOOST YOUR IMAGINATION,365,881,143564,66,12,2,10,0,3,5.5,1,0,0.4333333333333333,3064,298,342
536,FC4NG5s28cA,20 MINI CRAFTS AND DIYs FROM SIMPLE THINGS,365,863,456305,42,8,0,6,0,2,5.25,1,1,0.0,9567,538,583
537,hXjwQVrTnuU,"PRO TRANSFORMATIONS OF EYELASHES, EYEBROWS AND HAIR",365,900,402123,51,7,1,7,0,2,7.285714285714286,0,0,0.0,6405,435,369
538,pCumddo0IdY,32 UNEXPECTED FOOD HACKS YOU'LL WANT TO TRY,365,1080,1256150,43,8,1,7,0,2,5.375,1,1,0.1,14625,1406,905
539,jU0kgTnRml4,CAMPING HACKS || GENIUS IDEAS FOR A PERFECT WEEKEND,365,900,339197,51,9,2,8,0,2,5.666666666666667,0,0,1.0,8699,465,419
540,zeR6UH5Vktg,26 SLIMES YOU CAN MAKE AND USE EVERYWHERE,365,900,487572,41,8,0,7,0,3,5.125,1,1,0.0,6499,637,601
541,9q6Kzd4YeKY,21 GENIUS CLEANING HACKS TO SPEED UP YOUR ROUTINE,365,802,505091,49,9,0,8,0,3,5.444444444444445,1,1,0.0,6009,540,351
542,o_9W725i0f4,34 NEW CEMENT CRAFTS TO MAKE RIGHT NOW,365,1920,447816,38,8,0,7,0,2,4.75,1,1,0.211038961038961,4639,518,515
543,vrNZMj2zijE,30 LIFE-SAVING GIRLY IDEAS TO LOOK YOUR BEST IN A MINUTE,365,1020,310838,56,11,1,10,0,4,5.090909090909091,1,1,1.0,5292,463,525
544,Fa3Dt-56mhI,48 CLEVER HACKS FOR YOUR HOME THAT WON'T COST YOU A DOLLAR,365,1860,1545338,58,12,1,11,0,6,4.833333333333333,1,1,0.1666666666666666,14099,1422,985
545,bM584aS0l3Q,33 FASHION SOLUTIONS FOR GIRLY PROBLEMS,365,900,370656,39,6,0,5,0,1,6.5,1,1,0.0,4069,509,375
546,WlA3Vq9-Mgs,SAVE YOUR LIFE USING THESE ESCAPE TECHNIQUES,365,798,222086,44,7,0,7,0,2,6.285714285714286,0,0,0.0,4940,449,553
547,qhoGcRt_L9A,"24 CRAFTING LIFE HACKS || 3D PEN, HOT GLUE, GLITTER, CLAY AND RESIN DIYs",365,960,828878,72,14,5,11,0,1,5.142857142857143,1,1,0.25,10420,1029,725
548,i0EgdyM0dUQ,29 COOKIE DECORATING IDEAS FOR BEGINNERS,365,960,330145,40,6,0,5,0,1,6.666666666666667,1,1,0.0,4630,352,362
549,i86v5oYwAbs,ADORABLE CRAFTS FROM POLYMER CLAY AND RESIN TO SOLVE ANY PROBLEM,365,1740,580017,64,11,0,11,0,4,5.818181818181818,0,0,0.5,6191,670,672
550,rBG3n0CLL4U,24 GENIUS HACKS FOR AN EASY LIFE,365,1020,620996,32,7,0,6,0,2,4.571428571428571,1,1,0.4333333333333333,7488,789,878
551,9yM5RTaZgpM,32 BEAUTY HACKS FOR GIRLS,365,900,310930,25,5,0,4,0,1,5.0,1,1,0.0,4815,489,443
552,9euxeV-vGxQ,28 AMAZING HACKS TO TRY OUT THIS SUMMER,365,1080,5395022,39,8,0,7,0,3,4.875,1,1,0.6000000000000001,33488,4755,1551
553,0HQi1WmNrxE,29 AWESOME HACKS YOU NEED TO KNOW,365,900,593067,33,7,0,6,0,2,4.714285714285714,1,1,1.0,7564,845,681
554,InuwVWxT5ZM,37 MIND BLOW GIRLY GADGETS TO MAKE YOUR LIFE BETTER,365,1200,1392060,51,10,0,9,0,2,5.1,1,1,0.5,12667,1799,794
555,pru4h0Vvvcc,31 BACK TO HIGH SCHOOL TRICKS AND TIPS,365,1020,3166393,38,8,0,7,0,2,4.75,1,1,0.08,34433,3191,1426
556,J1BvJNCWLBU,34 KITCHEN SECRETS AND TIPS FROM BEST CHEFS,365,1140,298592,43,8,0,7,0,2,5.375,1,1,1.0,3345,346,331
557,plu_i_8G8wk,25 CHEAP BUT CUTE PHONE CASE IDEAS,365,960,860514,34,7,0,6,0,1,4.857142857142857,1,1,0.45,10438,1045,1104
558,RiZNrOWjgLY,30 CRAZY WAYS TO RECYCLE,365,857,294246,24,5,0,4,0,1,4.8,1,1,-0.6,5123,409,516
559,dw4pKO6IT1Y,24 BEAUTY AND MAKEUP HACKS TO MAKE YOU SHINE,365,960,347120,44,9,0,8,0,3,4.888888888888889,1,1,0.0,5824,538,464
560,YSMCRfhzH7U,27 COOL HACKS TO TRY RIGHT NOW,365,1080,1077624,30,7,0,6,0,2,4.285714285714286,1,1,0.3178571428571428,10615,1864,777
561,Nq3Dyba04-k,32 EASY PASTRY IDEAS TO COOK LIKE A PRO,365,1080,449613,39,9,0,8,0,2,4.333333333333333,1,1,0.4333333333333333,6049,531,491
562,ZdMF-LDsR8A,27 FUN AND SIMPLE PAPER DIYS YOU'LL LOVE,365,900,1553139,40,8,1,7,0,2,5.0,1,1,0.2666666666666666,19070,1704,1003
563,iDzA8kuM3Ys,28 STYLISH DIY SUMMER LOOKS WITH ONE CUT,365,852,276572,40,8,0,7,0,1,5.0,1,1,0.5,5065,438,372
564,TD-BZtu6Sgg,34 BEAUTY SECRETS FOR ANY GIRLY PROBLEM,365,1140,1735283,39,7,0,6,0,2,5.571428571428571,1,1,0.0,25471,1618,848
565,OTNlwy-0KoY,27 DIY FURNITURE MAKEOVER || UPGRADE YOUR HOME,365,795,501589,46,8,2,6,0,1,5.75,1,1,0.0,6277,559,522
566,MFnIfW6DavA,RECYCLE! || 23 SMART WAYS TO GIVE A SECOND LIFE TO OLD THINGS WE USUALLY THROW AWAY,365,752,1620137,83,17,3,15,0,4,4.882352941176471,1,0,0.0160714285714285,15677,1618,677
567,5cTqSZKQwDY,28 SMART GADGETS THAT MAKE YOUR LIFE EASIER,365,960,860877,43,8,0,7,0,2,5.375,1,1,0.2142857142857142,10853,1034,656
568,m1fdMHrTQAA,31 EXTRAORDINARY MAKEUP IDEAS,365,1080,274214,29,4,0,3,0,0,7.25,1,1,0.3333333333333333,3407,404,302
569,a3hIhUX4p_Q,SUMMER IS HERE || 28 GIRLY PROBLEMS EVERY SUMMER,365,821,682459,48,9,2,7,0,2,5.333333333333333,1,0,0.0,9381,1125,625
570,3ifHrHWAXb0,28 GENIUS IDEAS THAT WILL HELP TO SOLVE ANY PROBLEM || DIY HOME REPAIR AND DESIGN,365,874,1355281,81,16,2,14,0,5,5.0625,1,1,0.0,15952,1590,1069
571,cDQO1zskH9I,36 CRAZY WAYS TO REFRESH OLD JEANS,365,1200,1667828,34,7,0,6,0,1,4.857142857142857,1,1,-0.25,21773,1747,1192
572,jP72z0C4n00,LIFE IS HARD WHEN YOU ARE ON A DIET,365,692,177729,35,9,0,9,0,6,3.888888888888889,0,0,-0.2916666666666667,2574,317,248
573,l7cGrW9YOTU,3D PEN CRAFTS || 29 CRAZY DIY IDEAS,365,878,7138490,35,8,2,6,0,0,4.375,1,1,-0.6,67073,7949,3788
574,oTZlG8-x0Jc,27 SUPER CUTE POLYMER CLAY DIYS,365,900,1910826,31,6,0,5,0,0,5.166666666666667,1,1,0.4166666666666666,15392,1936,1069
575,0Ag0weBM0X0,25 CHEAP BUT COOL CRAFTS FOR ANY OCCASION,365,676,288688,41,8,0,7,0,3,5.125,1,1,0.375,4664,425,403
576,VnjWCBmxaBo,30 AMAZING FAST FOOD HACKS,365,900,577800,26,5,0,4,0,0,5.2,1,1,0.4,5372,945,594
577,NyCOOjFWx8Q,22 SIMPLE PAPER CRAFTS YOU'LL FALL IN LOVE WITH,365,758,351668,47,9,1,8,0,3,5.222222222222222,1,1,0.25,7218,475,537
578,hyTIoN44_ko,27 TRENDY MAKEUP IDEAS FOR THIS SUMMER,365,1020,418228,38,7,0,6,0,2,5.428571428571429,1,1,0.6,6466,765,570
579,IKIf2gujj-w,35 ART IDEAS TO REPURPOSE YOUR BORING STUFF,365,1020,795121,43,8,0,7,0,2,5.375,1,1,-1.0,9787,646,554
580,LAurL60PY7M,WHEN YOU'RE ON A DIET || 23 FUNNY IDEAS FOR REAL FOODIES,365,900,277976,56,12,3,10,0,5,4.666666666666667,1,0,0.225,4656,483,490
581,vPrR1G0BwFg,27 HILARIOUS HACKS FOR BORING DAYS,365,960,1091350,34,6,0,5,0,1,5.666666666666667,1,1,-0.25,10901,1443,656
582,FxOccsPJXVc,25 EASY SLIME TRICKS FOR RELAXING AND SENSUAL SATISFACTION,365,763,535897,58,9,0,8,0,2,6.444444444444445,1,1,0.4333333333333333,9377,725,650
583,TxJqyd6k5e8,28 COLORFUL IDEAS YOU WILL LOVE TO TRY IMMEDIATELY,365,854,155315,50,9,0,8,0,3,5.555555555555555,1,1,0.4,1880,232,240
584,GHbJ27WUbNA,32 AMAZING USES FOR ALOE VERA,365,1080,811233,29,6,0,5,0,1,4.833333333333333,1,1,0.6000000000000001,13829,764,617
585,a1hTgSqLm8Y,28 STRESS RELIEF HACKS FOR A HARD DAY,365,1020,724951,37,8,0,7,0,2,4.625,1,1,-0.2916666666666667,7397,1118,688
